Scene Token,Scene Name,Description,Num Samples,Camera,LiDAR,RADAR,Num_Vehicle_Observations_x,Num_Vehicles_x,Mean_Vehicle_Speed_mps_x,Median_Vehicle_Speed_mps_x,P95_Vehicle_Speed_mps_x,weather_x,area_x,daytime_x,season_x,lighting_x,structure_x,construction_x,Num_Vehicle_Observations_y,Num_Vehicles_y,Mean_Vehicle_Speed_mps_y,Median_Vehicle_Speed_mps_y,P95_Vehicle_Speed_mps_y,weather_y,area_y,daytime_y,season_y,lighting_y,structure_y,construction_y
d08667f00c6245e89a20240a14aafd53,scene-0044384af3d8494e913fb8b14915239e-11,weather.clear;area.parking;daytime.noon;season.summer;lighting.illuminated;structure.regular;construction.unchanged,40,804,1207,2333,1205,43,0.2761056878925434,0.17269618518238444,0.7217138725891908,clear,parking,noon,summer,illuminated,regular,unchanged,1205,43,0.2761056878925434,0.17269618518238444,0.7217138725891908,clear,parking,noon,summer,illuminated,regular,unchanged
044c648ac12345f1aedf33c9f91cdc5a,scene-0044384af3d8494e913fb8b14915239e-3,weather.clear;area.terminal;daytime.noon;season.autumn;lighting.illuminated;structure.regular;construction.unchanged,40,804,1207,2222,1083,32,0.46331108643248564,0.19054378658068577,2.4176101590582735,clear,terminal,noon,autumn,illuminated,regular,unchanged,1083,32,0.46331108643248564,0.19054378658068577,2.4176101590582735,clear,terminal,noon,autumn,illuminated,regular,unchanged
0f869ee9a3cf47c0aeb8e7c47dc23af1,scene-0044384af3d8494e913fb8b14915239e-5,weather.clear;area.terminal;daytime.noon;season.summer;lighting.illuminated;structure.regular;construction.unchanged,40,804,1208,2132,661,30,1.3161458676372426,0.3114931855335547,5.014833323370483,clear,terminal,noon,summer,illuminated,regular,unchanged,661,30,1.3161458676372426,0.3114931855335547,5.014833323370483,clear,terminal,noon,summer,illuminated,regular,unchanged
9264a80a707346e79d278547fc44ec5b,scene-0044384af3d8494e913fb8b14915239e-7,weather.clear;area.parking;daytime.noon;season.autumn;lighting.illuminated;structure.regular;construction.unchanged,40,804,1208,2364,1346,37,0.8042927866545722,0.09396609443104222,4.508631671293454,clear,parking,noon,autumn,illuminated,regular,unchanged,1346,37,0.8042927866545722,0.09396609443104222,4.508631671293454,clear,parking,noon,autumn,illuminated,regular,unchanged
ec747ab39ab44e94924541e734e115fe,scene-0044384af3d8494e913fb8b14915239e-8,weather.clear;area.terminal;daytime.noon;season.summer;lighting.illuminated;structure.regular;construction.unchanged,40,804,1208,2383,234,6,0.09916646643353659,0.06070901690077779,0.3380480497957092,clear,terminal,noon,summer,illuminated,regular,unchanged,234,6,0.09916646643353659,0.06070901690077779,0.3380480497957092,clear,terminal,noon,summer,illuminated,regular,unchanged
1b65e64ead2843558266c87a62540acc,scene-0afa5cb3c6d34a998a7da1c6206511c7-1,weather.rain;area.highway;daytime.noon;season.autumn;lighting.glare;structure.regular;construction.unchanged,40,805,1208,2356,1991,97,10.008243055660442,4.753408646709013,27.34580240412735,rain,highway,noon,autumn,glare,regular,unchanged,1991,97,10.008243055660442,4.753408646709013,27.34580240412735,rain,highway,noon,autumn,glare,regular,unchanged
37f8e26d4e964073be50d6fb4e04af45,scene-0afa5cb3c6d34a998a7da1c6206511c7-2,weather.rain;area.highway;daytime.noon;season.autumn;lighting.glare;structure.underpass;construction.unchanged,40,805,1208,2382,2935,122,6.066614782891366,3.398300620731854,28.713307478733732,rain,highway,noon,autumn,glare,underpass,unchanged,2935,122,6.066614782891366,3.398300620731854,28.713307478733732,rain,highway,noon,autumn,glare,underpass,unchanged
325a4d3781aa4642a7eef398856744a1,scene-0afa5cb3c6d34a998a7da1c6206511c7-3,weather.rain;area.highway;daytime.noon;season.autumn;lighting.dark;structure.regular;construction.unchanged,40,805,1208,2393,2867,110,7.799416103062592,4.161081896087573,27.64303242948332,rain,highway,noon,autumn,dark,regular,unchanged,2867,110,7.799416103062592,4.161081896087573,27.64303242948332,rain,highway,noon,autumn,dark,regular,unchanged
0c2ba79f27d648b0b170d984dc774e98,scene-0afa5cb3c6d34a998a7da1c6206511c7-4,weather.rain;area.highway;daytime.noon;season.autumn;lighting.glare;structure.regular;construction.unchanged,40,805,1207,2386,2273,92,11.564291507287859,7.8867766693559656,28.818707372503916,rain,highway,noon,autumn,glare,regular,unchanged,2273,92,11.564291507287859,7.8867766693559656,28.818707372503916,rain,highway,noon,autumn,glare,regular,unchanged
984086cdc4b14ef699f3635a4f5ff8cd,scene-0afa5cb3c6d34a998a7da1c6206511c7-5,weather.rain;area.highway;daytime.noon;season.autumn;lighting.glare;structure.regular;construction.unchanged,40,805,1208,2415,2714,106,6.429750617877629,2.9847732376890694,30.033076827147998,rain,highway,noon,autumn,glare,regular,unchanged,2714,106,6.429750617877629,2.9847732376890694,30.033076827147998,rain,highway,noon,autumn,glare,regular,unchanged
